0	0.06174
0.02	0.035672
0.04	0.009702
0.06	0.041944
0.08	0.074284
0.1	0.106526
0.12	0.066836
0.14	0.027146
0.16	-0.012544
0.18	0.036064
0.2	0.084672
0.22	0.13328
0.24	0.071246
0.26	0.009212
0.28	0.04116
0.3	0.021658
0.32	0.002058
0.34	0.043512
0.36	0.084966
0.38	0.12642
0.4	0.167874
0.42	-0.033614
0.44	-0.2352
0.46	-0.097216
0.48	0.040768
0.5	0.051744
0.52	0.161994
0.54	0.272342
0.56	0.382592
0.58	0.240002
0.6	0.09751
0.62	0.094178
0.64	0.090748
0.66	0.087416
0.68	-0.047628
0.7	-0.182672
0.72	-0.317716
0.74	-0.32977
0.76	-0.560854
0.78	-0.444332
0.8	-0.327908
0.82	-0.313698
0.84	-0.299488
0.86	-0.285278
0.88	-0.271068
0.9	-0.403368
0.92	-0.535668
0.94	-0.667968
0.96	-0.800268
0.98	-0.670908
1	-0.541646
1.02	-0.412384
1.04	-0.417382
1.06	-0.422478
1.08	-0.237944
1.1	-0.05341
1.12	0.131124
1.14	0.315658
1.16	0.500192
1.18	0.684726
1.2	0.86926
1.22	0.443352
1.24	0.017542
1.26	-0.408366
1.28	-0.834274
1.3	-1.260084
1.32	-1.685992
1.34	-1.264984
1.36	-0.844074
1.38	-0.872396
1.4	-0.900816
1.42	-0.929236
1.44	-0.913752
1.46	-0.898268
1.48	-0.928844
1.5	-0.959322
1.52	-1.264396
1.54	-0.749896
1.56	-0.235298
1.58	0.279202
1.6	0.793702
1.62	1.3083
1.64	1.8228
1.66	2.3373
1.68	2.155314
1.7	1.97323
1.72	1.791146
1.74	1.60916
1.76	1.427076
1.78	1.582014
1.8	1.73705
1.82	1.29507
1.84	0.85309
1.86	0.411208
1.88	-0.030772
1.9	-0.472752
1.92	-0.914732
1.94	-1.356614
1.96	-1.798594
1.98	-2.240574
2	-2.682456
2.02	-3.124436
2.04	-2.452352
2.06	-1.780268
2.08	-1.108282
2.1	-0.436198
2.12	0.235886
2.14	0.90797
2.16	1.580054
2.18	2.252138
2.2	2.924222
2.22	2.273306
2.24	1.622292
2.26	0.971376
2.28	0.32046
2.3	-0.330456
2.32	-0.981372
2.34	-1.632288
2.36	-2.283302
2.38	-2.934218
2.4	-0.041258
2.42	2.851702
2.44	2.19324
2.46	1.534876
2.48	0.876414
2.5	0.217952
2.52	-0.44051
2.54	0.179732
2.56	0.799974
2.58	1.420118
2.6	2.04036
2.62	1.859354
2.64	1.67825
2.66	1.348382
2.68	1.018514
2.7	0.688646
2.72	0.358778
2.74	0.02891
2.76	-0.300958
2.78	-0.054978
2.8	0.190904
2.82	0.436884
2.84	0.633864
2.86	0.830844
2.88	1.027726
2.9	0.57771
2.92	0.127694
2.94	-0.322322
2.96	-0.772436
2.98	-0.348488
3	0.075558
3.02	0.499506
3.04	0.099274
3.06	-0.300958
3.08	-0.701288
3.1	-1.10152
3.12	-1.501752
3.14	-1.108772
3.16	-0.715792
3.18	-0.322812
3.2	0.07007
3.22	-0.6223
3.24	-1.31467
3.26	-2.00704
3.28	-1.223236
3.3	-0.43953
3.32	0.344274
3.34	1.12798
3.36	1.911784
3.38	1.205498
3.4	0.499212
3.42	-0.207074
3.44	-0.91336
3.46	-0.260974
3.48	0.39151
3.5	1.043994
3.52	1.696478
3.54	1.105734
3.56	0.51499
3.58	-0.075656
3.6	0.104272
3.62	0.2842
3.64	0.464226
3.66	0.644154
3.68	0.198058
3.7	-0.24794
3.72	-0.693938
3.74	-0.402486
3.76	-0.111034
3.78	0.028224
3.8	0.167482
3.82	0.306838
3.84	-0.223244
3.86	-0.753228
3.88	-1.28331
3.9	-1.813392
3.92	-1.406006
3.94	-0.99862
3.96	-0.591332
3.98	-0.183946
4	0.22344
4.02	-0.097608
4.04	-0.418656
4.06	-0.210406
4.08	-0.002058
4.1	0.206192
4.12	-0.142982
4.14	-0.492156
4.16	-0.84133
4.18	-1.190504
4.2	-1.539678
4.22	-1.888852
4.24	-2.238026
4.26	-1.77821
4.28	-1.318394
4.3	-0.858578
4.32	-0.398762
4.34	0.061054
4.36	0.520968
4.38	0.980784
4.4	1.4406
4.42	0.955892
4.44	0.471184
4.46	-0.013524
4.48	0.503818
4.5	1.02116
4.52	1.538502
4.54	2.055942
4.56	2.573284
4.58	1.665608
4.6	0.757932
4.62	-0.149646
4.64	-1.057322
4.66	-1.964998
4.68	-0.665028
4.7	0.634942
4.72	0.163758
4.74	-0.307426
4.76	-0.77861
4.78	-1.249794
4.8	-1.720978
4.82	-2.192162
4.84	-2.663346
4.86	-1.553398
4.88	-0.44345
4.9	0.666596
4.92	1.776544
4.94	1.417472
4.96	1.0584
4.98	0.699426
5	0.340354
5.02	0.947268
5.04	1.55428
5.06	2.161194
5.08	1.793008
5.1	1.424724
5.12	1.05644
5.14	0.688254
5.16	0.31997
5.18	0.651602
5.2	0.983234
5.22	1.314866
5.24	1.013026
5.26	0.711186
5.28	0.409346
5.3	0.107506
5.32	-0.194334
5.34	0.434924
5.36	1.06428
5.38	1.693538
5.4	1.020768
5.42	0.347998
5.44	-0.32487
5.46	-0.99764
5.48	-0.711676
5.5	-0.425712
5.52	-0.139748
5.54	0.146216
5.56	-0.19845
5.58	-0.543214
5.6	-0.88788
5.62	-1.232644
5.64	-1.57731
5.66	-1.922074
5.68	-1.448832
5.7	-0.97559
5.72	-0.502446
5.74	-0.029204
5.76	-0.191296
5.78	-0.35329
5.8	-0.515382
5.82	-0.409836
5.84	-0.304388
5.86	-0.284494
5.88	-0.264502
5.9	0.24647
5.92	0.17346
5.94	0.216874
5.96	0.260288
5.98	0.041062
6	-0.178262
6.02	-0.397586
6.04	-0.616812
6.06	-0.236866
6.08	0.14308
6.1	0.523026
6.12	0.237944
6.14	-0.04704
6.16	-0.332122
6.18	-0.054586
6.2	0.222852
6.22	0.066542
6.24	-0.08967
6.26	-0.245882
6.28	-0.402094
6.3	-0.558404
6.32	-0.178948
6.34	0.200508
6.36	0.044492
6.38	-0.111524
6.4	-0.02107
6.42	0.069384
6.44	0.048608
6.46	0.02793
6.48	0.007252
6.5	-0.052332
6.52	-0.111818
6.54	0.035378
6.56	0.182574
6.58	0.32977
6.6	0.476966
6.62	0.29792
6.64	0.118874
6.66	-0.060172
6.68	-0.239218
6.7	0.13475
6.72	0.107702
6.74	0.080654
6.76	0.053606
6.78	0.079576
6.8	0.105546
6.82	-0.067816
6.84	-0.241178
6.86	-0.41454
6.88	-0.587902
6.9	-0.761264
6.92	-0.934724
6.94	-0.608482
6.96	-0.28224
6.98	0.043904
7	0.370146
7.02	0.173754
7.04	-0.022638
7.06	-0.21903
7.08	0.175518
7.1	0.569968
7.12	0.366324
7.14	0.16268
7.16	-0.040964
7.18	-0.244608
7.2	-0.448252
7.22	-0.202958
7.24	0.042336
7.26	0.28763
7.28	0.149548
7.3	0.176988
7.32	0.204428
7.34	0.077714
7.36	-0.049098
7.38	-0.17591
7.4	-0.302722
7.42	-0.180418
7.44	-0.058114
7.46	0.06419
7.48	-0.246862
7.5	-0.557914
7.52	-0.39641
7.54	-0.235004
7.56	-0.0735
7.58	0.087906
7.6	0.037632
7.62	-0.012642
7.64	-0.062916
7.66	-0.113288
7.68	-0.256662
7.7	-0.400036
7.72	-0.54341
7.74	-0.427868
7.76	-0.312424
7.78	-0.682472
7.8	-0.552132
7.82	-0.421694
7.84	-0.291256
7.86	-0.160916
7.88	-0.030478
7.9	0.09996
7.92	0.2303
7.94	0.360738
7.96	0.491078
7.98	0.238728
8	-0.013622
8.02	-0.265972
8.04	-0.030282
8.06	0.205408
8.08	0.441098
8.1	0.676788
8.12	0.565754
8.14	0.45472
8.16	0.343686
8.18	0.328986
8.2	0.314286
8.22	0.299586
8.24	0.3185
8.26	0.337512
8.28	0.356426
8.3	0.132104
8.32	-0.092316
8.34	-0.316638
8.36	-0.293706
8.38	-0.30331
8.4	-0.312816
8.42	-0.253624
8.44	-0.194432
8.46	-0.135142
8.48	-0.07595
8.5	-0.142002
8.52	-0.208054
8.54	0.149254
8.56	0.50666
8.58	0.863968
8.6	1.221374
8.62	1.578682
8.64	1.272726
8.66	0.966672
8.68	0.660618
8.7	0.354564
8.72	0.04851
8.74	0.04116
8.76	0.03381
8.78	0.026362
8.8	-0.580356
8.82	-1.186976
8.84	-1.793694
8.86	-1.180214
8.88	-0.566636
8.9	0.046942
8.92	0.66052
8.94	1.274098
8.96	0.820554
8.98	0.36701
9	0.683942
9.02	1.000874
9.04	-0.344666
9.06	-1.690206
9.08	-1.348774
9.1	-1.007244
9.12	-0.665812
9.14	-0.32438
9.16	-0.357406
9.18	-0.390432
9.2	-0.050666
9.22	0.2891
9.24	0.628866
9.26	0.968534
9.28	1.3083
9.3	0.580552
9.32	-0.147294
9.34	-0.875042
9.36	-1.60279
9.38	-0.597408
9.4	0.408072
9.42	0.151998
9.44	-0.103978
9.46	-0.360052
9.48	-0.616126
9.5	-0.872102
9.52	-0.53214
9.54	-0.192178
9.56	0.147784
9.58	0.487746
9.6	0.827708
9.62	0.492254
9.64	0.1568
9.66	-0.178654
9.68	-0.514108
9.7	-0.849562
9.72	-0.663362
9.74	-0.47726
9.76	-0.29106
9.78	-0.104958
9.8	0.081242
9.82	-0.030772
9.84	0.290668
9.86	0.612108
9.88	-0.022932
9.9	-0.657972
9.92	-0.396998
9.94	-0.136024
9.96	0.124852
9.98	0.07889
10	0.296352
10.02	0.513814
10.04	0.230398
10.06	-0.053018
10.08	-0.336336
10.1	-0.619752
10.12	-0.90307
10.14	-1.186486
10.16	-0.8281
10.18	-0.469812
10.2	-0.111426
10.22	0.24696
10.24	0.605346
10.26	0.394744
10.28	0.18424
10.3	0.436688
10.32	0.689136
10.34	0.941584
10.36	1.194032
10.38	0.6223
10.4	0.050666
10.42	-0.521066
10.44	-0.306152
10.46	-0.09114
10.48	0.123774
10.5	0.338786
10.52	0.321734
10.54	0.304682
10.56	0.28763
10.58	0.442078
10.6	0.596526
10.62	0.750974
10.64	0.905422
10.66	0.562716
10.68	0.22001
10.7	-0.122696
10.72	0.06664
10.74	0.255878
10.76	0.445214
10.78	0.153958
10.8	-0.137396
10.82	-0.428652
10.84	-0.720006
10.86	-0.39102
10.88	-0.062034
10.9	0.266952
10.92	0.59584
10.94	0.359562
10.96	0.123284
10.98	-0.112994
11	-0.349272
11.02	-0.066346
11.04	0.21658
11.06	0.499604
11.08	0.78253
11.1	0.67767
11.12	0.57281
11.14	0.46795
11.16	0.363188
11.18	0.258328
11.2	0.570556
11.22	0.882882
11.24	1.195208
11.26	0.986762
11.28	0.778414
11.3	0.569968
11.32	0.361522
11.34	0.153174
11.36	-0.055272
11.38	-0.26362
11.4	-0.472066
11.42	-0.680512
11.44	-0.88886
11.46	-1.097306
11.48	-1.129058
11.5	-1.160908
11.52	-1.19266
11.54	-1.224412
11.56	-1.617
11.58	-2.00949
11.6	-1.539874
11.62	-1.070258
11.64	-0.600642
11.66	-0.131026
11.68	0.33859
11.7	0.808206
11.72	0.742448
11.74	0.676788
11.76	0.611128
11.78	0.85603
11.8	1.10103
11.82	1.345932
11.84	1.19315
11.86	1.040368
11.88	0.887586
11.9	0.734804
11.92	0.785078
11.94	0.835352
11.96	0.885626
11.98	0.608384
12	0.331044
12.02	0.053802
12.04	-0.223538
