      2.0000    800.0000      0.0000     10.0000
     42.0000    800.0000    600.0000     10.0000
     43.0000    800.0000     20.0000     20.0000
     44.0000    800.0000     40.0000     20.0000
     45.0000    800.0000     60.0000     20.0000
     46.0000    800.0000     80.0000     20.0000
     47.0000    800.0000    100.0000     20.0000
     48.0000    800.0000    120.0000     20.0000
     49.0000    800.0000    140.0000     20.0000
     50.0000    800.0000    160.0000     20.0000
     51.0000    800.0000    180.0000     20.0000
     52.0000    800.0000    200.0000     20.0000
     53.0000    800.0000    220.0000     20.0000
     54.0000    800.0000    240.0000     20.0000
     55.0000    800.0000    260.0000     20.0000
     56.0000    800.0000    280.0000     20.0000
     57.0000    800.0000    300.0000     20.0000
     58.0000    800.0000    320.0000     20.0000
     59.0000    800.0000    340.0000     20.0000
     60.0000    800.0000    360.0000     20.0000
     61.0000    800.0000    380.0000     20.0000
     62.0000    800.0000    400.0000     20.0000
     63.0000    800.0000    420.0000     20.0000
     64.0000    800.0000    440.0000     20.0000
     65.0000    800.0000    460.0000     20.0000
     66.0000    800.0000    480.0000     20.0000
     67.0000    800.0000    500.0000     20.0000
     68.0000    800.0000    520.0000     20.0000
     69.0000    800.0000    540.0000     20.0000
     70.0000    800.0000    560.0000     20.0000
     71.0000    800.0000    580.0000     20.0000
