      1.0000      0.0000      0.0000     10.0000
     72.0000      0.0000    600.0000     10.0000
    112.0000      0.0000    580.0000     20.0000
    113.0000      0.0000    560.0000     20.0000
    114.0000      0.0000    540.0000     20.0000
    115.0000      0.0000    520.0000     20.0000
    116.0000      0.0000    500.0000     20.0000
    117.0000      0.0000    480.0000     20.0000
    118.0000      0.0000    460.0000     20.0000
    119.0000      0.0000    440.0000     20.0000
    120.0000      0.0000    420.0000     20.0000
    121.0000      0.0000    400.0000     20.0000
    122.0000      0.0000    380.0000     20.0000
    123.0000      0.0000    360.0000     20.0000
    124.0000      0.0000    340.0000     20.0000
    125.0000      0.0000    320.0000     20.0000
    126.0000      0.0000    300.0000     20.0000
    127.0000      0.0000    280.0000     20.0000
    128.0000      0.0000    260.0000     20.0000
    129.0000      0.0000    240.0000     20.0000
    130.0000      0.0000    220.0000     20.0000
    131.0000      0.0000    200.0000     20.0000
    132.0000      0.0000    180.0000     20.0000
    133.0000      0.0000    160.0000     20.0000
    134.0000      0.0000    140.0000     20.0000
    135.0000      0.0000    120.0000     20.0000
    136.0000      0.0000    100.0000     20.0000
    137.0000      0.0000     80.0000     20.0000
    138.0000      0.0000     60.0000     20.0000
    139.0000      0.0000     40.0000     20.0000
    140.0000      0.0000     20.0000     20.0000
