      1.0000      0.0000      0.0000     10.0000
      2.0000    800.0000      0.0000     10.0000
      3.0000     20.0000      0.0000     20.0000
      4.0000     40.0000      0.0000     20.0000
      5.0000     60.0000      0.0000     20.0000
      6.0000     80.0000      0.0000     20.0000
      7.0000    100.0000      0.0000     20.0000
      8.0000    120.0000      0.0000     20.0000
      9.0000    140.0000      0.0000     20.0000
     10.0000    160.0000      0.0000     20.0000
     11.0000    180.0000      0.0000     20.0000
     12.0000    200.0000      0.0000     20.0000
     13.0000    220.0000      0.0000     20.0000
     14.0000    240.0000      0.0000     20.0000
     15.0000    260.0000      0.0000     20.0000
     16.0000    280.0000      0.0000     20.0000
     17.0000    300.0000      0.0000     20.0000
     18.0000    320.0000      0.0000     20.0000
     19.0000    340.0000      0.0000     20.0000
     20.0000    360.0000      0.0000     20.0000
     21.0000    380.0000      0.0000     20.0000
     22.0000    400.0000      0.0000     20.0000
     23.0000    420.0000      0.0000     20.0000
     24.0000    440.0000      0.0000     20.0000
     25.0000    460.0000      0.0000     20.0000
     26.0000    480.0000      0.0000     20.0000
     27.0000    500.0000      0.0000     20.0000
     28.0000    520.0000      0.0000     20.0000
     29.0000    540.0000      0.0000     20.0000
     30.0000    560.0000      0.0000     20.0000
     31.0000    580.0000      0.0000     20.0000
     32.0000    600.0000      0.0000     20.0000
     33.0000    620.0000      0.0000     20.0000
     34.0000    640.0000      0.0000     20.0000
     35.0000    660.0000      0.0000     20.0000
     36.0000    680.0000      0.0000     20.0000
     37.0000    700.0000      0.0000     20.0000
     38.0000    720.0000      0.0000     20.0000
     39.0000    740.0000      0.0000     20.0000
     40.0000    760.0000      0.0000     20.0000
     41.0000    780.0000      0.0000     20.0000
