           1.00	   127593603.83	   -91812121.26 
           1.00	   233090749.09	  -167980579.40 
           1.00	   389950966.35	  -281568793.30 
           1.00	   333435690.26	  -241916769.36 
           1.00	     6960686.08	    -7600447.63 
           1.00	  -322187221.56	   229634445.99 
           1.00	  -384048304.55	   275123613.71 
           1.00	  -231308813.45	   166034864.81 
           1.00	   -72735619.22	    52272972.32 
           1.00	    -9105873.78	     6549322.44 
           1.00	          -0.00	           0.00 
           1.00	           0.00	          -0.00 
           1.00	           0.00	          -0.00 
           1.00	          -0.00	           0.00 
           1.00	           0.00	          -0.00 
           1.00	           0.00	          -0.00 
           1.00	          -0.00	           0.00 
           1.00	          -0.00	           0.00 
           1.00	           0.00	          -0.00 
           1.00	           0.00	          -0.00 
           1.00	           0.00	          -0.00 
           1.00	          -0.00	           0.00 
           1.00	          -0.00	           0.00 
           1.00	          -0.00	           0.00 
           1.00	          -0.00	           0.00 
           1.00	           0.00	          -0.00 
           1.00	           0.00	          -0.00 
           1.00	          -0.00	           0.00 
           1.00	          -0.00	           0.00 
           1.00	           0.00	          -0.00 
           1.00	          -0.00	           0.00 
           1.00	          -0.00	           0.00 
           1.00	           0.00	          -0.00 
           1.00	           0.00	          -0.00 
           1.00	           0.00	          -0.00 
           1.00	           0.00	          -0.00 
           1.00	          -0.00	           0.00 
           1.00	          -0.00	           0.00 
           1.00	          -0.00	           0.00 
           1.00	           0.00	          -0.00 
           1.00	          -0.00	           0.00 
           1.00	           0.00	          -0.00 
           1.00	           0.00	          -0.00 
           1.00	          -0.00	           0.00 
           1.00	          -0.00	           0.00 
           1.00	          -0.00	           0.00 
           1.00	           0.00	          -0.00 
           1.00	          -0.00	           0.00 
           1.00	           0.00	          -0.00 
           1.00	           0.00	          -0.00 
           1.00	           0.00	          -0.00 
           1.00	          -0.00	           0.00 
           1.00	           0.00	          -0.00 
           1.00	           0.00	          -0.00 
           1.00	          -0.00	           0.00 
           1.00	          -0.00	           0.00 
           1.00	           0.00	          -0.00 
           1.00	          -0.00	           0.00 
           1.00	          -0.00	           0.00 
           1.00	          -0.00	           0.00 
           1.00	          -0.00	           0.00 
           1.00	          -0.00	           0.00 
           1.00	           0.00	          -0.00 
           1.00	           0.00	          -0.00 
           1.00	          -0.00	           0.00 
           1.00	          -0.00	           0.00 
           1.00	           0.00	          -0.00 
           1.00	           0.00	          -0.00 
           1.00	           0.00	          -0.00 
           1.00	     -359679.42	   -11162727.38 
           1.00	     -532379.08	   -22160293.42 
           1.00	     -625712.86	   -40829718.77 
           1.00	       27319.50	   -42885782.59 
           1.00	     1241703.80	   -18493179.10 
           1.00	     1979273.84	    13000805.17 
           1.00	     1678677.68	    25147502.90 
           1.00	      850255.25	    17426039.57 
           1.00	      236751.08	     5913730.00 
           1.00	       27110.48	      776202.61 
           1.00	           0.00	          -0.00 
           1.00	           0.00	          -0.00 
           1.00	           0.00	          -0.00 
           1.00	           0.00	          -0.00 
           1.00	          -0.00	           0.00 
           1.00	          -0.00	           0.00 
           1.00	          -0.01	           0.00 
           1.00	           0.00	          -0.00 
           1.00	           0.00	          -0.00 
           1.00	          -0.00	           0.00 
           1.00	    14344850.31	      563000.89 
           1.00	    26645786.24	     1590710.98 
           1.00	    45512801.03	     3855734.21 
           1.00	    40902410.05	     5832450.08 
           1.00	     5236506.11	     5717797.06 
           1.00	   -32440216.19	     3407509.98 
           1.00	   -41072243.84	      992957.70 
           1.00	   -25305240.68	     -126954.93 
           1.00	    -8065396.60	     -177953.03 
           1.00	    -1018647.58	      -33679.73 
           1.00	           0.02	          -0.01 
           2.00	           0.00	           0.00 
           2.00	           0.00	           0.00 
           2.00	           0.00	           0.00 
           2.00	           0.00	           0.00 
           2.00	           0.00	           0.00 
           2.00	           0.00	           0.00 
           2.00	           0.00	           0.00 
           2.00	           0.00	           0.00 
           2.00	           0.00	           0.00 
           2.00	           0.00	           0.00 
           2.00	           0.00	           0.00 
           2.00	           0.00	           0.00 
           2.00	           0.00	           0.00 
           2.00	           0.00	           0.00 
           2.00	           0.00	           0.00 
           2.00	           0.00	           0.00 
           2.00	           0.00	           0.00 
           2.00	           0.00	           0.00 
           2.00	           0.00	           0.00 
           2.00	           0.00	           0.00 
           2.00	           0.00	           0.00 
           2.00	           0.00	           0.00 
           2.00	   127593603.83	   -91812121.26 
           2.00	   233090749.09	  -167980579.40 
           2.00	   389950966.35	  -281568793.30 
           2.00	   333435690.26	  -241916769.36 
           2.00	     6960686.08	    -7600447.63 
           2.00	  -322187221.56	   229634445.99 
           2.00	  -384048304.55	   275123613.71 
           2.00	  -231308813.45	   166034864.81 
           2.00	   -72735619.22	    52272972.32 
           2.00	    -9105873.78	     6549322.44 
           2.00	          -0.00	           0.00 
           2.00	           0.00	          -0.00 
           2.00	           0.00	          -0.00 
           2.00	          -0.00	           0.00 
           2.00	           0.00	          -0.00 
           2.00	           0.00	          -0.00 
           2.00	          -0.00	           0.00 
           2.00	          -0.00	           0.00 
           2.00	           0.00	          -0.00 
           2.00	           0.00	          -0.00 
           2.00	           0.00	          -0.00 
           2.00	          -0.00	           0.00 
           2.00	          -0.00	           0.00 
           2.00	          -0.00	           0.00 
           2.00	          -0.00	           0.00 
           2.00	           0.00	          -0.00 
           2.00	           0.00	          -0.00 
           2.00	          -0.00	           0.00 
           2.00	          -0.00	           0.00 
           2.00	           0.00	          -0.00 
           2.00	          -0.00	           0.00 
           2.00	          -0.00	           0.00 
           2.00	           0.00	          -0.00 
           2.00	           0.00	          -0.00 
           2.00	           0.00	          -0.00 
           2.00	           0.00	          -0.00 
           2.00	          -0.00	           0.00 
           2.00	          -0.00	           0.00 
           2.00	          -0.00	           0.00 
           2.00	           0.00	          -0.00 
           2.00	          -0.00	           0.00 
           2.00	           0.00	          -0.00 
           2.00	           0.00	          -0.00 
           2.00	          -0.00	           0.00 
           2.00	          -0.00	           0.00 
           2.00	          -0.00	           0.00 
           2.00	           0.00	          -0.00 
           2.00	          -0.00	           0.00 
           2.00	           0.00	          -0.00 
           2.00	           0.00	          -0.00 
           2.00	           0.00	          -0.00 
           2.00	          -0.00	           0.00 
           2.00	           0.00	          -0.00 
           2.00	           0.00	          -0.00 
           2.00	          -0.00	           0.00 
