           1.00	   172602281.96	    27582667.44 
           1.00	   315930983.32	    50052018.91 
           1.00	   529851004.06	    83019741.27 
           1.00	   455844605.96	    69469744.73 
           1.00	    15661543.68	    -1900111.91 
           1.00	  -430535551.38	   -72540325.57 
           1.00	  -516570015.02	   -84631036.17 
           1.00	  -311921628.13	   -50538447.56 
           1.00	   -98236099.45	   -15809298.49 
           1.00	   -12310835.52	    -1972362.09 
           1.00	          -0.00	          -0.00 
           1.00	           0.00	           0.00 
           1.00	           0.00	           0.00 
           1.00	          -0.00	          -0.00 
           1.00	           0.00	           0.00 
           1.00	           0.00	           0.00 
           1.00	          -0.00	          -0.00 
           1.00	          -0.00	          -0.00 
           1.00	           0.00	           0.00 
           1.00	           0.00	           0.00 
           1.00	           0.00	           0.00 
           1.00	          -0.00	          -0.00 
           1.00	          -0.00	          -0.00 
           1.00	          -0.00	          -0.00 
           1.00	          -0.00	          -0.00 
           1.00	           0.00	           0.00 
           1.00	           0.00	           0.00 
           1.00	          -0.00	          -0.00 
           1.00	          -0.00	          -0.00 
           1.00	           0.00	           0.00 
           1.00	          -0.00	          -0.00 
           1.00	          -0.00	          -0.00 
           1.00	           0.00	           0.00 
           1.00	           0.00	           0.00 
           1.00	           0.00	           0.00 
           1.00	           0.00	          -0.00 
           1.00	          -0.00	          -0.00 
           1.00	          -0.00	          -0.00 
           1.00	          -0.00	          -0.00 
           1.00	           0.00	           0.00 
           1.00	          -0.00	          -0.00 
           1.00	           0.00	           0.00 
           1.00	           0.00	           0.00 
           1.00	          -0.00	          -0.00 
           1.00	          -0.00	          -0.00 
           1.00	          -0.00	          -0.00 
           1.00	           0.00	           0.00 
           1.00	          -0.00	          -0.00 
           1.00	           0.00	           0.00 
           1.00	           0.00	           0.00 
           1.00	           0.00	           0.00 
           1.00	          -0.00	          -0.00 
           1.00	           0.00	           0.00 
           1.00	           0.00	           0.00 
           1.00	          -0.00	          -0.00 
           1.00	          -0.00	          -0.00 
           1.00	           0.00	           0.00 
           1.00	          -0.00	          -0.00 
           1.00	          -0.00	          -0.00 
           1.00	          -0.00	          -0.00 
           1.00	          -0.00	          -0.00 
           1.00	          -0.00	          -0.00 
           1.00	           0.01	           0.00 
           1.00	           0.00	           0.00 
           1.00	          -0.00	          -0.00 
           1.00	          -0.00	          -0.00 
           1.00	           0.00	           0.00 
           1.00	           0.00	           0.00 
           1.00	           0.00	           0.00 
           1.00	    60092775.28	   -78358255.01 
           1.00	   109730888.22	  -143181010.19 
           1.00	   183473381.31	  -239608991.08 
           1.00	   156666750.49	  -205038062.35 
           1.00	     2793833.55	    -4623294.77 
           1.00	  -152151915.48	   197566817.99 
           1.00	  -181104210.46	   235688437.11 
           1.00	  -109015666.83	   141997446.72 
           1.00	   -34268483.77	    44659902.88 
           1.00	    -4289148.14	     5591734.45 
           1.00	           0.00	           0.00 
           1.00	           0.00	           0.00 
